"file_name";"case_id";"text"
"2016-OJS035-056620-it.pdf";"201656620";"Data: 3.3.2016 - 9:30|Luogo:|Città Metropolitana di Genova, Piazzale Mazzini 2 — Genova.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: I soggetti che assistono alla |seduta di gara sono tenuti all'identificazione e alla registrazione della presenza. Possono rilasciare dichiarazioni |a verbale esclusivamente i soggetti muniti di idonei poteri di rappresentanza delle imprese partecipanti."
"2016-OJS042-069583-it.pdf";"201669583";"Data: 4.5.2016 - 10:00|Luogo:|Presso il Comune di Trezzano sul Naviglio.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Durante le operazioni di |apertura delle buste saranno ammessi a presentare eventuali osservazioni esclusivamente i soggetti muniti di |idoneo documento comprovante la legittimazione ad agire in nome e per conto delle società partecipanti alla |gara (legali rappresentanti, procuratori, delegati). La procedura di gara avrà inizio all'ora stabilita anche nel caso |in cui nessuna delle società partecipanti sia presente."
"2016-OJS043-071175-it.pdf";"201671175";"Data: 7.4.2016 - 9:30|Luogo:|Sede municipale del Comune di Brugherio, Piazza Cesare Battisti 1 — 20861 Brugherio (MB) — Italia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: I concorrenti che volessero |intervenire potranno presenziare con il proprio titolare, legale rappresentante od altra persona appositamente |delegata (in possesso di delega). Potrà assistere all'apertura della gara un solo rappresentante per ogni |concorrente."
"2016-OJS043-071190-it.pdf";"201671190";"Data: 6.4.2016 - 16:00|Luogo:|Comune di Buggiano, Piazza Matteotti 1 Buggiano (PT) Italia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Sono ammessi tutti i soggetti |ma è facoltà solo dei legali rappresentanti o loro delegati formulare osservazioni a verbale."
"2016-OJS047-078534-it.pdf";"201678534";"Data: 5.4.2016 - 9:00|Luogo:|Comune di Desenzano del Garda — Via Carducci 4.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legale rappresentante delle |imprese offerenti o suo delegato in possesso di idonea delega e valido documento di identità."
"2016-OJS048-079969-it.pdf";"201679969";"Data: 1.4.2016 - 10:00|Luogo:|Sede comunale.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti|delegati od incaricati."
"2016-OJS048-080250-it.pdf";"201680250";"Data: 3.5.2016 - 9:30"
"2016-OJS052-087129-it.pdf";"201687129";"Data: 30.3.2016 - 9:00|Luogo:|Sala Appalti Settore gare e appalti Via Marchetti 3, Brescia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Seduta pubblica."
"2016-OJS052-087359-it.pdf";"201687359";"Data: 18.4.2016 - 9:30|Luogo:|Palazzo Comunale — V.le della Repubblica 24 — 50031 Barberino di Mugello in seduta non aperta al pubblico |in modalità telematica tramite portale regionale Start.|Persone ammesse ad assistere all'apertura delle offerte: no"
"2016-OJS052-087379-it.pdf";"201687379";"Data: 18.4.2016 - 9:30"
"2016-OJS053-089086-it.pdf";"201689086";"Data: 21.4.2016 - 15:00|Luogo:|Comune di San Miniato — Loggiati di San Domenico 3 — Settore servizi alla persona e politiche di solidarietà.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Alle fasi della procedura di |gara che si svolgono in seduta pubblica può assistere, in qualità di uditore, il titolare o legale rappresentante del |soggetto concorrente ovvero persone munite di specifica delega."
"2016-OJS056-093911-it.pdf";"201693911";"Data: 14.4.2016 - 10:00|Luogo:|Palazzo Giandonati Canacci — Piazza di Parte Guelfa 3 — Firenze.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Seduta pubblica."
"2016-OJS056-094033-it.pdf";"201694033";"Data: 18.4.2016 - 9:30|Luogo:|Comune di Torri di Quartesolo, Via Roma 174 — 36040 Torri di Quartesolo (VI).|Persone ammesse ad assistere all'apertura delle offerte: no"
"2016-OJS057-096294-it.pdf";"201696294";"Data: 21.4.2016 - 10:00|Luogo:|Comune di Pescara — Servizio Appalti e Concessioni.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Seduta pubblica."
"2016-OJS058-097927-it.pdf";"201697927";""
"2016-OJS059-099856-it.pdf";"201699856";"Data: 12.4.2016 - 10:30|Luogo:|Servizio Patrimonio e Provveditorato — Piazza della Libertà 1 — Arezzo.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: I rappresentanti delle imprese |concorrenti."
"2016-OJS061-102606-it.pdf";"2016102606";""
"2016-OJS062-107163-it.pdf";"2016107163";"Data: 12.5.2016 - 9:30|Luogo:|Residenza Municipale — Piazza Indipendenza 1 — 60035 Jesi.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti delle |Imprese o dei raggruppamenti o da soggetti muniti di apposita delega da parte degli stessi."
"2016-OJS065-112699-it.pdf";"2016112699";"Data: 10.5.2016 - 9:30|Luogo:|Sede della Provincia di Treviso — Stazione Unica Appaltante, Via Cal di Breda 116, Treviso."
"2016-OJS066-114079-it.pdf";"2016114079";"Data: 16/05/2016|Ora locale: 10:00|Luogo:|Biblioteca Comunale di Via Marietti — 20010 Bareggio (MI)."
"2016-OJS066-114659-it.pdf";"2016114659";"Data: 24.5.2016 - 10:00|Luogo:|Sala consiliare piano primo — Sede municipale sita in Via Poliseo De Angelis 24 — Cap. 64046 Montorio al |Vomano (TE) Italia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Si veda la documentazione di |gara."
"2016-OJS066-115352-it.pdf";"2016115352";"Data: 9.5.2016 - 15:00|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: È ammesso ad assistere |chiunque abbia interesse.|Solo i legali rappresentanti delle imprese offerenti o i soggetti che esibiranno al Presidente della Commissione |una specifica delega potranno intervenire nelle operazioni di svolgimento della gara e far risultare nel verbale le |loro eventuali dichiarazioni."
"2016-OJS066-115445-it.pdf";"2016115445";"Data: 11.5.2016 - 9:30|Luogo:|Seriate (BG), Piazza Alebardi 1.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Rappresentanti legali e/o |delegati delle imprese partecipanti."
"2016-OJS067-117315-it.pdf";"2016117315";"Luogo:|Sede municipale del Comune di Castiglione delle Stiviere.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti delle ditte |partecipanti oppure delegati in possesso di delega scritta."
"2016-OJS067-117323-it.pdf";"2016117323";"Data: 19.5.2016 - 10:00|Luogo:|Formigine, Via Unità d'Italia 26.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: La seduta di gara è pubblica |ma la facoltà di rilasciare dichiarazioni e di interloquire durante le operazioni di|gara è riconosciuta esclusivamente ai legali rappresentanti delle imprese concorrenti e ai loro delegati, muniti di |procura scritta, previa autorizzazione dell'organo di gara.|Per le altre sedute di gara vedi disciplinare."
"2016-OJS068-118823-it.pdf";"2016118823";"Data: 5.5.2016 - 9:30|Luogo:|Sede della Provincia di Treviso — Stazione unica appaltante — Via Cal di Breda 116, Treviso."
"2016-OJS069-120532-it.pdf";"2016120532";"Data: 26.5.2016 - 9:00|Luogo:|SUA-Provincia di Varese.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Un rappresentante dell'impresa |munito di procura."
"2016-OJS069-120555-it.pdf";"2016120555";"Data: 5.5.2016 - 9:30|Luogo:|Palazzo comunale, V.le della Repubblica 25 — 50031 Barberino di Mugello — in seduta non aperta al pubblico, |in modalità telematica tramite portale regionale Start.|Persone ammesse ad assistere all'apertura delle offerte: no"
"2016-OJS069-120729-it.pdf";"2016120729";"Data: 30.5.2016 - 10:30|Luogo:|Prima seduta pubblica presso Palazzo Municipale — Via Vittorio Veneto 40.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Rappresentanti legali o |delegati."
"2016-OJS069-120768-it.pdf";"2016120768";"Data: 1.6.2016 - 9:00|Luogo:|Palazzo municipale del Comune di Fossano.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Chiunque è ammesso."
"2016-OJS070-122509-it.pdf";"2016122509";"Data: 26.5.2016 - 10:00|Luogo:|Ufficio Educazione Formazione e Sport Via F.lli Bandiera 11 — Senigallia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Nelle sole sedute pubbliche."
"2016-OJS070-122592-it.pdf";"2016122592";"Data: 27.5.2016 - 9:30|Luogo:|Seriate (BG) Piazza Alebardi 1.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti o delegati |delle imprese partecipanti."
"2016-OJS070-122672-it.pdf";"2016122672";"Data: 18.5.2016 - 9:30|Luogo:|Sede del Nuovo Circondario Imolese — Via Boccaccio 27 — Imola.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti degli |offerenti o loro procuratori o rappresentanti, purché muniti di procura o delega scritta e di documento di identità |valido."
"2016-OJS070-122683-it.pdf";"2016122683";"Data: 30.5.2016 - 9:30|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti/delegati |delle imprese partecipanti."
"2016-OJS071-123451-it.pdf";"2016123451";"Data: 17/05/2016|Ora locale: 15:00|Luogo:|Ospedale Casa di Riposo di Montiglio.|Informazioni relative alle persone ammesse e alla procedura di apertura:|Seduta pubblica."
"2016-OJS071-123565-it.pdf";"2016123565";""
"2016-OJS071-124507-it.pdf";"2016124507";"Data: 25.5.2016 - 9:30|Luogo:|Sala Underground presso il Comune di Baranzate — Via Conciliazione 19.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali Rappresentanti dei |concorrenti partecipanti o loro incaricati, purché muniti di apposita delega/procura e di regolare documento di |riconoscimento."
"2016-OJS072-126144-it.pdf";"2016126144";"Data: 8.6.2016 - 10:00|Luogo:|Palazzo Municipale — Sala della Minor Cella, Via Scudari 20 — Modena — Italia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Nelle sedute pubbliche."
"2016-OJS072-126198-it.pdf";"2016126198";"Data: 20.5.2016 - 9:30|Luogo:|Comune di Seriate, Piazza Alebardi 1.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti/delegati |delle imprese partecipanti."
"2016-OJS072-126203-it.pdf";"2016126203";"Data: 7.6.2016 - 9:00|Luogo:|Sala Appalti Settore gare e appalti Via Marchetti 3, Brescia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Seduta pubblica."
"2016-OJS073-127692-it.pdf";"2016127692";"Data: 19.5.2016 - 9:30|Luogo:|Sede legale del Comune di Buaggiano, Piazza Matteotti 2.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Seduta pubblica."
"2016-OJS073-127779-it.pdf";"2016127779";"Data: 26.5.2016 - 10:00|Luogo:|Formigine, Via Unità d'Italia 26.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: La seduta di gara è |pubblica ma la facoltà di rilasciare dichiarazioni e di interloquire durante le operazioni di gara è riconosciuta |esclusivamente ai legali rappresentanti delle imprese concorrenti e ai loro delegati, muniti di procura scritta, |previa autorizzazione dell'organo di gara.|Per le altre sedute di gara vedi disciplinare."
"2016-OJS073-127812-it.pdf";"2016127812";"Data: 30.5.2016 - 8:30|Luogo:|Comune di Castelfranco Emilia — Settore Servizi al Cittadino — Ufficio Unico di Committenza — Via |Circondaria Sud 20 — Castelfranco Emilia — Modena.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Tutte le sedute della |Commissione giudicatrice sono pubbliche a eccezione della/e seduta/e — riservata/e –|dedicata/e alla valutazione delle offerte progettuali («Elementi di natura qualitativa»). Alle sedute pubbliche|potranno essere presenti i rappresentanti dei soggetti partecipanti, ai quali, se legali rappresentanti o soggetti|muniti di apposita delega, è data la possibilità di formulare osservazioni da risultare a verbale, anche ai sensi |e|per gli effetti di cui all'art. 243 bis del D.lgs. 163/2006 e ss.mm.ii.."
"2016-OJS073-127837-it.pdf";"2016127837";"Data: 26.5.2016 - 9:30|Luogo:|Sede Comunale Via Goito 2 Vezzano Ligure.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Le imprese possono |presenziare mediante proprio rappresentante munito di delega e documento di identità."
"2016-OJS074-129505-it.pdf";"2016129505";"Data: 9.6.2016 - 9:00|Luogo:|Sala consiglieri del Comune — Via F. M. Preti 36 — Castelfranco Veneto.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Sedute di gara aperte al |pubblico, ad eccezione di quelle relative alla valutazione delle offerte tecniche che verranno svolte in forma |riservata. Saranno, comunque, messe a verbale eventuali dichiarazioni rese solo dai legali rappresentanti delle |ditte concorrenti ovvero dai soggetti muniti di specifica delega loro conferita dai suddetti legali rappresentanti."
"2016-OJS074-129527-it.pdf";"2016129527";"Data: 25.5.2016 - 9:30|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti degli |offerenti o loro procuratori o rappresentanti, purché muniti di procura o delega scritta e di documento di identità |valido."
"2016-OJS074-129536-it.pdf";"2016129536";"Data: 26.5.2016 - 9:30|Luogo:|vedi art. 12 delle Norme di gara|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti delle ditte |partecipanti o loro delegati, nelle sedute pubbliche."
"2016-OJS074-129540-it.pdf";"2016129540";"Data: 16.5.2016 - 10:00"
"2016-OJS074-129718-it.pdf";"2016129718";"Luogo:|da comunicare ai concorrenti a seguito della nomina della Commissione di gara|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti o soggetti |muniti di delega scritta del concorrente."
"2016-OJS075-130393-it.pdf";"2016130393";"Data: 17/05/2016|Ora locale: 09:30|Luogo:|Sede comunale del Comune di Romano d'Ezzelino — Via G. Giardino 1, 36060 Romano d'Ezzelino (VI)."
"2016-OJS075-131663-it.pdf";"2016131663";"Data: 17.5.2016|Luogo:|Comune di Cento — Settore Servizi alla Persona in Cento, Via Olindo Malagodi 12 (piano primo).|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Alle sole operazioni di gara |espletate in seduta pubblica potranno presenziare i Legali Rappresentanti delle ditte partecipanti alla gara o altri |incaricati purché in possesso di regolare procura o delega."
"2016-OJS075-131875-it.pdf";"2016131875";"Data: 16.5.2016 - 10:00|Luogo:|Sede del Centro Unico Appalti (C.U.A.) dell'Unione di Comuni Valdarno e Valdisieve — Via Tanzini 27– |Pontassieve (FI).|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Il titolare o legale |rappresentante del soggetto concorrente o persona munita di specifica delega può assistere, in qualità di |uditore, alle sedute pubbliche di gara."
"2016-OJS075-131877-it.pdf";"2016131877";"Data: 9.6.2016 - 10:00|Luogo:|Servizi educativi, Piazza Europa 1 La Spezia.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti delle |imprese interessate o persone munite di specifica delega loro conferita dai suddetti legali rappresentanti."
"2016-OJS075-131908-it.pdf";"2016131908";"Data: 30.5.2016 - 11:00|Luogo:|Sala riunioni sita al 1° piano della sede municipale del Comune di Solesino in Via 28 Aprile 19 — Solesino.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Sono ammessi ad assistere |all'apertura dei plichi contenenti le offerte in seduta pubblica il legale rappresentante o un suo delegato (con le |modalità indicate nel Disciplinare di Gara)."
"2016-OJS075-131963-it.pdf";"2016131963";"Data: 31.5.2016 - 8:30|Luogo:|Comune di Castelfranco Emilia — Settore Servizi al Cittadino — Ufficio Unico di Committenza — Via |Circondaria Sud 20 — Castelfranco Emilia — Modena.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Tutte le sedute della |Commissione giudicatrice sono pubbliche a eccezione della/e seduta/e — riservata/e –|dedicata/e alla valutazione delle offerte progettuali («Elementi di natura qualitativa»). Alle sedute pubbliche |potranno essere presenti i rappresentanti dei soggetti partecipanti, ai quali, se legali rappresentanti o soggetti|muniti di apposita delega, è data la possibilità di formulare osservazioni da risultare a verbale, anche ai sensi e |per gli effetti di cui all'art. 243 bis del D.Lgs. 163/2006 e ss.mm.ii.."
"2016-OJS075-131967-it.pdf";"2016131967";"Data: 27.5.2016 - 9:30|Luogo:|Comune di Piacenza Piazza Cavalli 2.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti delle ditte |partecipanti."
"2016-OJS075-131992-it.pdf";"2016131992";"Data: 8.6.2016 - 10:00|Luogo:|In una sala della residenza municipale in Perugia, Corso Vannucci 19 — Palazzo dei Priori.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti dei |concorrenti oppure soggetti muniti di specifica delega."
"2016-OJS075-132020-it.pdf";"2016132020";"Data: 13.6.2016 - 9:30|Luogo:|Una sala della residenza municipale.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti delle |imprese concorrenti e soggetti muniti di apposita delega."
"2016-OJS076-132890-it.pdf";"2016132890";"Data: 24/05/2016|Ora locale: 09:30|Luogo:|Sede comunale del Comune di Romano d'Ezzelino — Via G: Giardino 1, 36060 Romano d'Ezzelino (VI)."
"2016-OJS076-134104-it.pdf";"2016134104";"Data: 14.6.2016 - 10:00|Luogo:|Sala consiliare palazzo municipale Comune di Salsomaggiore Terme — P.zza Libertà 1.|Persone ammesse ad assistere all'apertura delle offerte: no"
"2016-OJS076-134166-it.pdf";"2016134166";"Data: 25.5.2016 - 10:00|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti o soggetti |muniti di procura potranno richiedere inserimento di dichiarazioni nel verbale di gara."
"2016-OJS076-134206-it.pdf";"2016134206";"Data: 26.5.2016 - 9:30|Luogo:|Palazzo Comunale P.zza Boccaccio 13 — 50052 Certaldo (FI).|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Nelle sole sedute pubbliche il |legale rappresentante o persona munita di delega."
"2016-OJS076-134384-it.pdf";"2016134384";"Data: 26.5.2016 - 9:30|Luogo:|Stanza n. 15, sita al IV Piano della Sede Centrale della Provincia di Fermo, 63900 Fermo, Viale Trento 113.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: 1 (uno) rappresentante per |ciascun operatore concorrente: il titolare, il legale rappresentante o il direttore tecnico ovvero un soggetto |diverso solo se munito di delega ai sensi di legge."
"2016-OJS077-136740-it.pdf";"2016136740";"Data: 27.5.2016 - 10:00|Luogo:|Sala del Consiglio Comunale di Monfalcone, Piazza della Repubblica 25 — I piano.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti o |delegati."
"2016-OJS077-136748-it.pdf";"2016136748";"Data: 16.5.2016 - 9:00|Luogo:|Comune di Occhiobello, Piazza Matteotti 15 — Sede Municipale.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti o |Procuratore munito di delega."
"2016-OJS077-136755-it.pdf";"2016136755";"Data: 8.6.2016 - 10:00|Luogo:|Sede Centrale Unica di Committenza della Provincia di Piacenza — Corso Garibaldi 50 — 29121 Piacenza.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Vedasi disciplinare di gara."
"2016-OJS077-136804-it.pdf";"2016136804";"Data: 14.6.2016 - 9:00|Luogo:|Sala Consiglio, Palazzo Municipale, Piazza B. Marin 4 — Grado (GO).|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legali rappresentanti o |delegati."
"2016-OJS077-137290-it.pdf";"2016137290";"Data: 8.6.2016 - 9:00|Luogo:|Piattaforma START della Regione Toscana|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: La gara si svolge sul Sistema |Telematico Appalti della Regione Toscana."
"2016-OJS077-137350-it.pdf";"2016137350";"Data: 27.5.2016 - 10:00|Luogo:|Palazzo Comunale- Arona|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Legale rappresentante o suo |delegato."
"2016-OJS079-140353-it.pdf";"2016140353";"Data: 17.5.2016 - 9:30|Luogo:|Sede della Provincia di Treviso — Stazione Unica Appaltante — Via Cal di Breda 116, Treviso."
"2016-OJS079-140372-it.pdf";"2016140372";"Data: 19.5.2016 - 10:00|Luogo:|Sede del Centro Unico Appalti (C.U.A.) dell'Unione di Comuni Valdarno e Valdisieve — Via Tanzini 27– |Pontassieve (FI).|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Il titolare o legale |rappresentante del soggetto concorrente o persona munita di specifica delega può assistere, in qualità di |uditore, alle sedute pubbliche di gara."
"2016-OJS079-140376-it.pdf";"2016140376";"Data: 18.5.2016 - 9:30|Luogo:|Sede della Provincia di Treviso — Stazione Unica Appaltante — Via Cal di Breda 116 — Treviso."
"2016-OJS080-142425-it.pdf";"2016142425";"Data: 1.6.2016 - 9:30|Luogo:|Presso una sala del Comune di Genova, Via Garibaldi 9.|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Seduta pubblica."
"2016-OJS084-148762-it.pdf";"2016148762";"Data: 16.6.2016 - 9:00|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Sono ammesse ad assistere |tutte le persone interessate."
"2016-OJS088-154767-it.pdf";"2016154767";"Data: 10/06/2016|Ora locale: 09:00"
"2016-OJS089-158591-it.pdf";"2016158591";"Data: 7.6.2016 - 10:00|Persone ammesse ad assistere all'apertura delle offerte: sì|Informazioni complementari sulle persone ammesse e la procedura di apertura: Seduta pubblica."
"2016-OJS090-160175-it.pdf";"2016160175";"Data: 22/06/2016|Ora locale: 09:30"
